date,category,title,amount
2019-12-28,vestuário,Ria Fl 3/3,52
2019-12-28,eletrônicos,Ren Fl 147 Sh 2/2,25.6
2019-12-28,eletrônicos,Limpol 3/4,23.4
2019-12-28,eletrônicos,Limpol 5/8,30.26
2019-12-30,,Pagamento recebido,-42.35
2020-01-03,lazer,Mia,56
2020-01-09,restaurante,Rest,14.0
2020-01-13,restaurante,Fend,12
2020-01-13,restaurante,Mili,87
2020-01-13,supermercado,Olinda,2.45
2020-01-17,supermercado,M L,14.98
2020-01-27,educação,Kalun,13.1
2020-01-27,eletrônicos,Melizi ,25.99
